nii,mean,median,mode,median_low,median_high,median_grouped,1,3
./res_dicom2nifti/84/1.2.826.0.1.3680043.8.498.39011638424533169392599652781318339198/1.2.826.0.1.3680043.8.498.11514147635329371539406115548101881363.nii,-567.1500040690104,-936.0,-998.0,-936.0,-936.0,-935.896488362597,-995.0,0.0
./res_dicom2nifti/85/1.2.826.0.1.3680043.8.498.28905114471023390059352171371174221596/1.2.826.0.1.3680043.8.498.21822012625737464515760109931475064283.nii,-487.49714830186633,-440.0,-1024.0,-440.0,-440.0,-440.04545454545456,-952.0,-88.0
./res_dicom2nifti/86/1.2.826.0.1.3680043.8.498.10040425060006214970375718019293149906/1.2.826.0.1.3680043.8.498.11123742475451118688499545612436089626.nii,-463.7284105088976,-121.0,-1024.0,-121.0,-121.0,-120.70022688598979,-1024.0,-41.0
./res_dicom2nifti/87/1.2.826.0.1.3680043.8.498.10662609481649791325907771624048312576/1.2.826.0.1.3680043.8.498.48941581867189229200761974928480142902.nii,-428.49343637319714,-125.0,-1024.0,-125.0,-125.0,-125.46268656716418,-987.0,-2.0
./res_dicom2nifti/88/1.2.826.0.1.3680043.8.498.10043272246598615136961689266405584482/1.2.826.0.1.3680043.8.498.12111108207264335271779815361767027254.nii,-495.9763447529561,-512.0,-1024.0,-512.0,-512.0,-512.2171717171717,-996.0,-33.0
./res_dicom2nifti/89/1.2.826.0.1.3680043.8.498.85887382442707637932582011055120939307/1.2.826.0.1.3680043.8.498.94710248983502310200114406205670827416.nii,-465.7431102079504,-426.0,-999.0,-426.0,-426.0,-425.575,-954.0,0.0
./res_dicom2nifti/9/1.2.826.0.1.3680043.8.498.13229552334049922029256499922243870422/1.2.826.0.1.3680043.8.498.74108365370404889123206934352116952962.nii,-389.37303524925596,-121.0,-1024.0,-121.0,-121.0,-121.35673831895997,-932.0,-72.0
./res_dicom2nifti/90/1.2.826.0.1.3680043.8.498.21753087159982113523813785472137886889/1.2.826.0.1.3680043.8.498.12027719157934268441842741446269429846.nii,-497.2882652282715,-673.0,-1000.0,-673.0,-673.0,-672.9489795918367,-991.0,-43.0
./res_dicom2nifti/91/1.2.826.0.1.3680043.8.498.11619796913905666667721094673463747707/1.2.826.0.1.3680043.8.498.12529765927612318224778045651034501069.nii,-590.6299600863675,-926.0,-1024.0,-926.0,-926.0,-926.4031423290203,-998.0,-71.0
./res_dicom2nifti/92/1.2.826.0.1.3680043.8.498.14927079454139838376318062776155388302/1.2.826.0.1.3680043.8.498.90906479609244388180556940048038644170.nii,-611.706659433793,-942.0,-1024.0,-942.0,-942.0,-941.7483479002345,-997.0,-56.0
./res_dicom2nifti/93/1.2.826.0.1.3680043.8.498.13327172709063107826326538395411535222/1.2.826.0.1.3680043.8.498.11677052415921229414277121103574634589.nii,-401.1617872858622,-118.0,-1024.0,-118.0,-118.0,-118.16397709526288,-944.0,7.0
./res_dicom2nifti/93/1.2.826.0.1.3680043.8.498.83694410100381589196916569804862678992/1.2.826.0.1.3680043.8.498.11944164757592642727416814600802154313.nii,-543.0717192859184,-811.0,-1024.0,-811.0,-811.0,-810.6220735785953,-993.0,-65.0
./res_dicom2nifti/94/1.2.826.0.1.3680043.8.498.70732085655152309976381324715198263919/1.2.826.0.1.3680043.8.498.11886824904111858542077848519493738127.nii,-314.45999298095705,-102.0,-1000.0,-102.0,-102.0,-101.54918032786885,-910.0,24.0
./res_dicom2nifti/94/1.2.826.0.1.3680043.8.498.70732085655152309976381324715198263919/1.2.826.0.1.3680043.8.498.77238313587711908476301157958592260935.nii,-314.8134550206801,-100.0,-1024.0,-100.0,-100.0,-100.14019765571133,-912.0,20.0
./res_dicom2nifti/95/1.2.826.0.1.3680043.8.498.97091417777068586429880608632415382586/1.2.826.0.1.3680043.8.498.77630930506605474149485241435898498453.nii,-555.7527957492405,-920.0,-1000.0,-920.0,-920.0,-919.936507936508,-995.0,-79.0
./res_dicom2nifti/96/1.2.826.0.1.3680043.8.498.10141834863661785254407720340555808948/1.2.826.0.1.3680043.8.498.12828495473005943035701902046156187048.nii,-487.58816305020963,-360.0,-1024.0,-360.0,-360.0,-360.172131147541,-993.0,-48.0
./res_dicom2nifti/97/1.2.826.0.1.3680043.8.498.41024544412422093343602760856125330050/1.2.826.0.1.3680043.8.498.37657157378851413157521455475049278761.nii,-606.0219076281396,-950.0,-1024.0,-950.0,-950.0,-950.4370525059666,-1003.0,-88.0
./res_dicom2nifti/97/1.2.826.0.1.3680043.8.498.41024544412422093343602760856125330050/1.2.826.0.1.3680043.8.498.21155972711048434712819488020556147302.nii,-606.7371097140842,-951.0,-1024.0,-951.0,-951.0,-950.6399267399268,-1002.0,-92.0
./res_dicom2nifti/98/1.2.826.0.1.3680043.8.498.13154777997214040859746606078782845347/1.2.826.0.1.3680043.8.498.83557997974683315529078018434198833279.nii,-395.6140531214272,-106.0,-1024.0,-106.0,-106.0,-106.46574923547401,-978.0,20.0
./res_dicom2nifti/99/1.2.826.0.1.3680043.8.498.11747122084645698171388629871835249751/1.2.826.0.1.3680043.8.498.11422804253685102698036529772487622899.nii,-488.53586832682294,-463.0,-1024.0,-463.0,-463.0,-462.6578947368421,-995.0,-23.0
